,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,Agency_size,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
183,28,female,united kingdom,NA,no,no,no,never,Small,no,yes,not sure,no,no,not sure,yes,somewhat easy,no,no,yes,yes,not sure,not sure,not sure,no
184,45,male,united states of america,California,no,no,yes,sometimes,Big,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,yes,yes,yes,yes,no,no,not sure,no
185,43,male,united states of america,Washington,no,yes,yes,often,Big,yes,yes,yes,not sure,no,not sure,not sure,very difficult,yes,not sure,no,no,no,no,no,no
186,37,male,united states of america,Massachusetts,no,no,no,NA,Medium,yes,yes,yes,no,no,no,not sure,not sure,yes,no,yes,no,not sure,yes,no,no
187,24,male,united kingdom,NA,no,no,no,sometimes,Small,no,yes,not sure,no,no,not sure,not sure,somewhat easy,not sure,no,yes,yes,not sure,yes,yes,no
188,26,male,france,NA,no,no,no,NA,Small,yes,yes,no,yes,no,no,not sure,somewhat easy,no,no,yes,no,no,not sure,yes,no
189,23,male,united kingdom,NA,no,yes,no,NA,Small,yes,yes,not sure,no,no,no,not sure,not sure,no,no,yes,yes,not sure,yes,not sure,no
190,35,female,united states of america,California,no,yes,yes,never,Big,no,yes,yes,not sure,not sure,no,yes,somewhat easy,not sure,no,no,no,no,no,not sure,no
191,38,female,south africa,NA,yes,yes,yes,often,Small,yes,yes,no,yes,no,no,yes,somewhat easy,not sure,not sure,yes,yes,no,not sure,not sure,yes
192,28,male,united states of america,Michigan,no,yes,yes,sometimes,Small,no,yes,yes,no,no,no,not sure,somewhat easy,not sure,not sure,yes,no,no,not sure,no,no
193,28,male,russia,NA,no,no,no,sometimes,Small,no,yes,no,no,no,no,not sure,not sure,yes,not sure,no,no,no,not sure,not sure,no
194,35,male,united states of america,California,no,no,yes,rarely,Small,no,yes,no,no,no,no,yes,not sure,no,no,yes,yes,no,no,not sure,no
195,32,female,germany,NA,no,no,no,sometimes,Medium,no,yes,no,no,no,no,not sure,very difficult,yes,yes,yes,no,no,no,no,yes
196,31,male,italy,NA,yes,yes,no,never,Small,no,yes,no,no,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,not sure,not sure,no
197,35,female,united states of america,New York,no,no,no,never,Medium,yes,yes,not sure,not sure,no,no,not sure,not sure,not sure,not sure,yes,no,no,no,not sure,no
198,26,male,united states of america,California,no,no,no,rarely,Big,no,yes,yes,no,no,no,yes,somewhat easy,no,no,yes,yes,no,not sure,no,no
199,27,male,united states of america,Tennessee,no,yes,no,NA,Small,yes,yes,yes,yes,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,not sure,yes,no
200,28,male,united kingdom,NA,no,yes,yes,sometimes,Big,no,yes,not sure,no,no,no,not sure,not sure,not sure,not sure,yes,no,no,not sure,not sure,no
201,27,female,united states of america,Oregon,no,yes,yes,sometimes,Small,no,yes,yes,no,no,no,not sure,very easy,no,no,yes,yes,no,no,yes,no
202,34,female,united states of america,Minnesota,no,no,yes,sometimes,Medium,no,no,yes,yes,yes,yes,yes,somewhat easy,not sure,no,yes,yes,no,no,yes,no
203,41,male,united states of america,Florida,no,no,yes,often,Small,yes,yes,no,not sure,no,no,not sure,very difficult,not sure,not sure,yes,yes,not sure,not sure,not sure,no
204,37,male,ireland,NA,no,no,no,sometimes,Small,no,yes,no,yes,no,no,not sure,very difficult,yes,no,no,no,no,yes,not sure,no
205,34,male,austria,NA,no,yes,no,NA,Medium,yes,yes,not sure,no,not sure,not sure,not sure,very easy,no,no,yes,yes,no,no,yes,no
206,32,male,united kingdom,NA,no,yes,yes,sometimes,Medium,yes,yes,not sure,not sure,no,no,not sure,somewhat difficult,yes,not sure,no,no,no,no,no,yes
207,21,male,canada,NA,no,no,yes,sometimes,Small,yes,yes,no,yes,no,no,not sure,somewhat difficult,no,no,yes,yes,not sure,not sure,yes,no
208,30,male,united states of america,Massachusetts,no,no,yes,often,Small,no,yes,no,yes,no,no,yes,somewhat easy,not sure,no,yes,yes,no,not sure,not sure,no
209,24,male,united states of america,Kansas,no,no,no,never,Small,no,yes,not sure,not sure,no,not sure,not sure,not sure,no,no,yes,yes,no,no,not sure,no
210,26,male,bulgaria,NA,no,no,no,NA,Medium,no,yes,no,no,no,no,no,very easy,yes,not sure,no,no,no,not sure,not sure,no
211,40,female,united states of america,District of Columbia,no,no,no,NA,Small,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,yes,yes,no,no,yes,no
212,37,male,united kingdom,NA,no,yes,no,sometimes,Small,no,no,no,no,no,no,not sure,not sure,yes,not sure,yes,yes,no,not sure,not sure,no
213,26,male,united kingdom,NA,yes,no,yes,often,Small,yes,yes,no,no,no,no,not sure,not sure,yes,no,no,no,no,not sure,not sure,no
214,32,female,united states of america,Texas,no,yes,yes,sometimes,Small,no,yes,not sure,no,no,no,no,not sure,yes,not sure,yes,yes,no,not sure,no,yes
215,32,female,united states of america,Massachusetts,no,no,yes,sometimes,Medium,no,no,yes,yes,not sure,not sure,yes,very easy,no,no,yes,yes,no,yes,yes,no
216,27,female,united states of america,Michigan,yes,yes,yes,sometimes,Small,yes,yes,no,no,not sure,not sure,not sure,very difficult,no,no,yes,no,no,no,not sure,no
217,30,male,germany,NA,yes,no,yes,often,Small,yes,yes,yes,yes,no,no,yes,very difficult,no,no,yes,yes,not sure,yes,yes,no
218,31,male,canada,NA,yes,no,no,NA,Small,no,yes,yes,yes,no,not sure,yes,very easy,no,no,yes,yes,no,no,yes,no
219,29,female,united states of america,New York,no,no,yes,never,Medium,no,no,yes,no,no,not sure,not sure,somewhat difficult,not sure,no,yes,no,no,no,not sure,no
220,41,male,united states of america,Virginia,no,no,no,NA,Small,no,yes,yes,not sure,no,no,not sure,very easy,yes,no,no,yes,no,no,not sure,no
221,34,female,united states of america,Washington,no,no,no,NA,Small,no,yes,yes,no,no,no,not sure,somewhat easy,no,no,yes,yes,not sure,not sure,yes,no
222,33,male,united kingdom,NA,no,no,no,NA,Small,no,yes,not sure,no,no,no,not sure,not sure,no,no,yes,yes,yes,yes,not sure,no
223,28,male,united states of america,Pennsylvania,no,no,no,rarely,Small,no,yes,not sure,no,no,no,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
224,28,male,united states of america,Michigan,no,no,yes,sometimes,Big,no,yes,no,yes,no,no,yes,very difficult,yes,no,no,yes,no,no,no,no
225,23,male,united states of america,Pennsylvania,no,no,no,never,Small,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,no,no,yes,no,yes,yes,no
226,24,male,united states of america,Oregon,no,no,no,NA,Small,no,yes,not sure,no,not sure,no,yes,very easy,no,no,yes,yes,not sure,yes,yes,no
227,32,male,united states of america,Washington,no,no,no,rarely,Small,yes,yes,no,yes,no,no,not sure,very difficult,no,no,yes,yes,no,not sure,yes,no
228,34,male,australia,NA,yes,no,no,sometimes,Small,yes,yes,not sure,not sure,yes,yes,not sure,somewhat difficult,yes,yes,no,no,no,not sure,yes,no
229,24,male,united states of america,Pennsylvania,no,no,no,never,Small,no,yes,yes,not sure,no,not sure,not sure,very easy,not sure,no,yes,no,not sure,not sure,yes,no
230,26,male,united kingdom,NA,yes,no,yes,sometimes,Small,no,yes,no,yes,no,no,not sure,not sure,not sure,no,yes,yes,no,not sure,yes,no
231,36,male,united states of america,Ohio,no,no,yes,sometimes,Small,no,yes,yes,no,no,yes,not sure,not sure,not sure,no,yes,yes,no,not sure,not sure,yes
232,41,male,united states of america,Texas,no,no,yes,rarely,Medium,yes,yes,yes,yes,no,not sure,not sure,not sure,not sure,not sure,yes,no,not sure,not sure,no,no
233,38,male,united kingdom,NA,no,no,yes,sometimes,Big,no,no,not sure,not sure,not sure,not sure,not sure,very difficult,yes,no,no,no,no,not sure,no,no
234,38,male,united states of america,New Hampshire,no,no,no,sometimes,Small,yes,yes,not sure,not sure,no,not sure,not sure,not sure,not sure,not sure,yes,yes,no,not sure,no,no
235,30,male,netherlands,NA,no,no,no,NA,Small,no,yes,not sure,no,not sure,not sure,yes,somewhat easy,no,no,yes,yes,no,no,yes,no
236,25,male,united kingdom,NA,no,no,no,never,Small,no,yes,no,no,no,no,not sure,somewhat difficult,yes,not sure,no,no,no,not sure,no,no
237,37,male,canada,NA,no,yes,yes,often,Small,no,yes,yes,yes,no,not sure,not sure,not sure,not sure,no,yes,yes,no,yes,not sure,no
238,34,male,united kingdom,NA,no,yes,no,NA,Small,no,yes,no,no,no,no,yes,somewhat difficult,no,no,yes,yes,no,yes,no,yes
239,37,female,united states of america,North Carolina,no,yes,yes,sometimes,Big,no,no,yes,yes,yes,yes,yes,somewhat easy,no,no,yes,yes,no,not sure,yes,no
240,28,female,canada,NA,no,yes,yes,sometimes,Small,no,no,yes,yes,yes,yes,yes,not sure,no,no,yes,yes,no,no,no,yes
241,22,male,sweden,NA,no,no,no,NA,Small,no,yes,not sure,no,no,no,not sure,not sure,no,no,yes,yes,not sure,not sure,no,no
242,34,male,united states of america,Florida,no,yes,yes,sometimes,Small,no,yes,no,no,no,no,not sure,somewhat difficult,not sure,no,yes,yes,no,not sure,no,yes
243,33,male,united states of america,California,no,yes,yes,sometimes,Small,no,yes,yes,yes,yes,yes,yes,somewhat easy,no,no,yes,yes,no,no,not sure,no
244,25,male,south africa,NA,no,no,no,NA,Small,no,yes,no,no,no,no,yes,somewhat difficult,not sure,no,yes,yes,no,yes,no,no
245,27,male,united states of america,Georgia,no,no,no,never,Big,yes,yes,yes,yes,not sure,not sure,yes,somewhat easy,no,no,yes,yes,not sure,not sure,yes,no
246,40,male,united states of america,Ohio,no,no,yes,sometimes,Big,yes,yes,yes,yes,yes,yes,yes,not sure,yes,not sure,no,no,no,not sure,no,yes
247,21,male,united states of america,Kentucky,no,no,yes,often,Small,no,no,not sure,no,no,not sure,not sure,not sure,not sure,no,no,no,no,not sure,not sure,no
248,29,male,united kingdom,NA,no,no,no,NA,Small,no,no,no,no,no,no,yes,very easy,no,no,yes,yes,not sure,yes,yes,no
249,32,male,united states of america,North Carolina,no,yes,yes,sometimes,Small,yes,yes,no,no,no,no,not sure,not sure,not sure,no,yes,yes,no,yes,not sure,no
250,29,female,united states of america,New York,no,yes,yes,rarely,Medium,yes,no,yes,yes,yes,not sure,yes,not sure,not sure,no,yes,no,not sure,yes,not sure,no
251,23,male,united states of america,Alabama,no,yes,yes,sometimes,Small,yes,no,not sure,no,no,not sure,yes,somewhat easy,not sure,no,yes,yes,no,yes,yes,no
252,28,male,united states of america,Georgia,no,yes,no,NA,Medium,no,yes,yes,no,no,not sure,yes,somewhat easy,no,no,yes,yes,no,not sure,yes,yes
253,31,male,united states of america,California,no,yes,yes,rarely,Medium,yes,yes,yes,yes,yes,not sure,yes,very easy,no,no,yes,yes,no,not sure,yes,no
254,27,male,united kingdom,NA,no,no,no,NA,Medium,no,no,not sure,not sure,not sure,not sure,no,very easy,not sure,not sure,yes,yes,no,no,not sure,no
255,24,male,united states of america,Virginia,no,no,no,sometimes,Small,no,yes,not sure,no,not sure,not sure,not sure,not sure,no,no,yes,yes,not sure,not sure,not sure,no
256,29,male,canada,NA,no,no,no,often,Small,no,yes,no,no,no,no,not sure,somewhat difficult,yes,no,no,no,no,not sure,not sure,no
257,23,female,united kingdom,NA,no,no,yes,sometimes,Small,no,yes,not sure,not sure,not sure,not sure,not sure,not sure,not sure,not sure,yes,yes,no,not sure,yes,no
258,42,male,united states of america,Washington,no,no,no,never,Small,yes,yes,no,yes,no,yes,not sure,somewhat easy,no,no,yes,yes,no,no,yes,no
259,24,male,united kingdom,NA,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,yes,no,yes,yes,no,yes,no,no
260,25,male,australia,NA,no,yes,yes,often,Small,no,yes,no,yes,no,no,no,very difficult,yes,not sure,no,no,no,yes,no,yes
261,27,female,united states of america,Texas,no,no,yes,rarely,Small,no,yes,yes,no,no,no,yes,not sure,not sure,not sure,yes,no,no,not sure,not sure,no
262,27,male,canada,NA,no,no,no,sometimes,Small,yes,yes,no,yes,no,no,no,very difficult,yes,yes,yes,yes,no,not sure,no,no
263,30,male,united states of america,Florida,no,no,yes,sometimes,Medium,yes,yes,yes,yes,no,yes,yes,not sure,no,no,yes,yes,not sure,no,yes,no
264,29,male,poland,NA,no,yes,yes,rarely,Small,no,yes,no,yes,no,no,yes,very difficult,not sure,no,yes,yes,no,yes,no,no
265,43,male,canada,NA,yes,no,no,NA,Small,yes,yes,no,not sure,no,no,not sure,somewhat easy,not sure,no,yes,yes,yes,yes,not sure,no
266,32,male,united states of america,Nevada,no,no,no,NA,Small,no,yes,no,yes,no,not sure,not sure,very easy,no,no,yes,yes,no,not sure,not sure,no
267,41,male,united states of america,Alabama,no,no,yes,sometimes,Small,yes,yes,yes,yes,not sure,no,not sure,very easy,no,no,yes,yes,yes,yes,yes,no
268,32,male,united kingdom,NA,yes,yes,yes,sometimes,Small,yes,yes,not sure,not sure,not sure,not sure,not sure,very easy,not sure,not sure,yes,yes,not sure,not sure,not sure,yes
269,37,female,united states of america,California,no,yes,yes,often,Small,no,yes,yes,yes,no,no,yes,not sure,not sure,no,yes,yes,no,yes,not sure,no
270,32,male,united states of america,Colorado,no,no,no,never,Small,yes,yes,no,no,no,no,not sure,very easy,no,no,yes,yes,no,no,not sure,no
271,30,male,ireland,NA,yes,no,no,sometimes,Small,yes,yes,no,no,no,no,not sure,somewhat difficult,no,no,yes,yes,no,not sure,no,no
272,23,female,united states of america,Minnesota,no,yes,yes,never,Medium,no,no,yes,no,not sure,not sure,yes,not sure,no,no,yes,yes,not sure,not sure,yes,no
273,30,male,united states of america,New Jersey,no,no,no,NA,Big,no,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,yes,no,no,yes,no
274,34,male,united kingdom,NA,no,no,no,sometimes,Small,no,yes,no,yes,no,no,not sure,somewhat easy,not sure,not sure,yes,yes,no,no,not sure,no
275,38,male,united states of america,Pennsylvania,no,no,yes,rarely,Small,yes,yes,yes,no,no,no,not sure,not sure,yes,no,no,no,no,not sure,no,no
276,33,male,canada,NA,no,no,no,NA,Medium,no,yes,yes,no,yes,yes,yes,not sure,no,no,yes,yes,no,no,not sure,no
277,34,male,united states of america,Missouri,no,no,no,NA,Small,no,no,yes,no,no,no,not sure,not sure,not sure,no,yes,no,no,no,not sure,no
278,28,male,colombia,NA,no,no,no,sometimes,Small,no,yes,no,yes,no,no,not sure,somewhat easy,not sure,not sure,no,yes,no,no,not sure,no
279,28,male,united states of america,Minnesota,no,no,yes,rarely,Medium,no,no,yes,yes,yes,not sure,not sure,very easy,not sure,no,yes,yes,no,no,yes,no
280,23,male,united states of america,Pennsylvania,no,yes,no,sometimes,Medium,no,yes,not sure,no,no,not sure,not sure,not sure,not sure,no,yes,no,no,not sure,no,no
281,22,male,australia,NA,yes,yes,yes,sometimes,Small,yes,yes,not sure,not sure,yes,yes,not sure,somewhat easy,not sure,no,yes,yes,no,yes,no,yes
282,27,male,portugal,NA,no,no,no,never,Small,no,yes,no,no,no,no,yes,not sure,yes,no,no,no,no,not sure,not sure,no
283,18,male,united states of america,Texas,no,no,yes,sometimes,Small,no,yes,not sure,no,no,not sure,not sure,not sure,yes,no,no,no,no,not sure,not sure,no
284,35,male,united states of america,New York,no,yes,yes,sometimes,Small,no,yes,yes,yes,no,no,yes,somewhat difficult,yes,no,no,yes,no,not sure,not sure,no
285,25,male,canada,NA,no,no,no,NA,Medium,no,no,not sure,not sure,no,no,not sure,not sure,no,no,yes,yes,no,yes,no,no
286,27,male,united kingdom,NA,no,yes,yes,sometimes,Small,no,yes,no,no,no,no,yes,somewhat easy,not sure,not sure,yes,yes,yes,yes,yes,no
287,26,female,united states of america,Washington,no,yes,yes,rarely,Big,no,yes,yes,not sure,not sure,not sure,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
288,18,male,united states of america,Washington,no,no,no,never,Small,no,yes,not sure,not sure,not sure,not sure,not sure,very easy,no,no,yes,yes,no,not sure,yes,no
289,38,female,united states of america,Texas,no,no,yes,sometimes,Small,no,yes,no,yes,no,no,not sure,not sure,no,not sure,yes,no,no,no,not sure,yes
290,26,female,united states of america,Texas,no,yes,yes,rarely,Big,yes,yes,yes,yes,yes,not sure,not sure,somewhat easy,not sure,no,yes,no,no,no,not sure,no
291,30,male,switzerland,NA,yes,no,no,never,Small,no,yes,no,no,no,no,no,somewhat easy,no,no,yes,yes,no,no,yes,no
292,35,male,united states of america,California,no,no,no,never,Big,no,yes,not sure,no,no,not sure,not sure,not sure,yes,not sure,yes,yes,no,no,not sure,no
293,45,male,united states of america,New York,no,yes,yes,sometimes,Big,no,yes,yes,yes,not sure,not sure,yes,not sure,not sure,no,yes,yes,no,not sure,not sure,no
294,32,male,united states of america,California,no,no,no,never,Big,no,yes,yes,no,no,not sure,not sure,not sure,not sure,no,yes,yes,no,no,not sure,no
295,56,male,united states of america,NA,no,no,yes,never,Big,no,yes,yes,not sure,not sure,not sure,not sure,not sure,no,not sure,yes,yes,no,not sure,not sure,no
296,24,female,united states of america,California,no,no,no,NA,Medium,no,yes,not sure,not sure,no,not sure,not sure,not sure,not sure,not sure,yes,no,no,not sure,no,no
297,30,female,united states of america,South Carolina,no,yes,yes,sometimes,Small,no,yes,yes,yes,yes,not sure,not sure,very easy,no,no,yes,yes,no,yes,yes,no
298,60,male,united states of america,California,no,no,no,NA,Big,no,yes,yes,no,not sure,yes,not sure,not sure,no,no,yes,yes,not sure,not sure,yes,no
299,33,male,united states of america,California,no,yes,yes,sometimes,Big,no,yes,yes,no,yes,yes,not sure,not sure,yes,no,no,no,no,not sure,not sure,no
300,37,male,united states of america,New York,no,no,no,never,Big,no,yes,yes,yes,yes,yes,not sure,not sure,no,no,yes,yes,not sure,not sure,not sure,no
301,23,female,united states of america,New York,no,no,yes,sometimes,Big,no,yes,yes,yes,yes,yes,not sure,not sure,no,no,yes,yes,no,no,yes,no
302,31,female,united states of america,California,no,no,yes,sometimes,Big,no,yes,yes,not sure,not sure,not sure,yes,somewhat easy,no,no,yes,yes,no,no,yes,no
303,26,male,united states of america,Massachusetts,no,no,no,rarely,Medium,no,yes,yes,not sure,no,not sure,not sure,not sure,no,no,yes,yes,no,not sure,not sure,no
304,28,female,united states of america,Washington,no,yes,yes,often,Medium,yes,no,yes,yes,yes,yes,yes,somewhat easy,yes,no,yes,yes,no,no,yes,no
305,37,female,united states of america,California,no,no,yes,rarely,Big,no,yes,yes,yes,not sure,yes,not sure,somewhat easy,no,no,yes,yes,no,no,yes,no
306,26,male,canada,NA,no,yes,yes,often,Small,no,yes,yes,no,no,not sure,not sure,not sure,not sure,no,yes,yes,not sure,not sure,yes,no
307,30,female,united states of america,Illinois,no,yes,yes,rarely,Small,no,yes,yes,not sure,no,no,not sure,somewhat easy,not sure,no,yes,yes,no,no,not sure,no
308,26,male,united states of america,Indiana,no,no,no,NA,Small,no,yes,no,no,no,no,not sure,not sure,no,no,yes,yes,no,no,not sure,yes
309,25,male,united states of america,Oregon,no,no,no,NA,Small,yes,yes,not sure,not sure,no,not sure,not sure,not sure,no,no,yes,yes,no,no,not sure,no
310,27,male,united states of america,Tennessee,no,no,no,sometimes,Medium,no,yes,yes,not sure,yes,yes,not sure,not sure,not sure,no,yes,yes,no,not sure,not sure,no
